id,name,lat,lon,fequency
127,1156,Bugden Av after Fihelly St,-35.404353,149.121963,238
128,1157,Bugden Av before 1st Mullan St,-35.402395,149.124135,227
129,1158,Bugden Av opp 2nd Mullan St,-35.401231,149.123513,238
130,1159,Bugden Av after 2nd Mullan St,-35.398518,149.122122,227
131,1160,Bugden Av opp 309,-35.398621,149.12225700000002,238
132,1161,Bugden Av after 1st Dash Cr,-35.400242,149.115685,227
133,1162,Bugden Av after Partridge St,-35.401436,149.114272,227
134,1163,Bugden Av opp 2nd Maughan Cr,-35.40132,149.112769,238
135,1164,Bugden Av before 2nd Maughan Cr,-35.401832,149.110301,227
136,1165,Bugden Av after 1st Appel Cr,-35.401708,149.11004499999999,238
137,1166,Bugden Av after Sternberg Cr,-35.40265,149.107483,238
138,1167,Bugden Av before Sternberg Cr,-35.402691,149.10755600000002,227
139,1168,Bugden Av before 2nd Appel Cr,-35.39954,149.115823,238
140,1170,Sternberg Cr after Erindale Dr,-35.402260999999996,149.103288,227
141,1171,Sternberg Cr after Ashley Dr,-35.401941,149.100575,664
142,1172,Erindale Interchange Plt 1,-35.403649,149.099162,1193
143,1173,Erindale Interchange Plt 2,-35.404053000000005,149.09928200000002,1595
144,1174,Sternberg Cr before Maltby Cct,-35.401992,149.102749,238
145,1176,Erindale College McBryde Cr,-35.403907000000004,149.095995,467
146,1177,McBryde Cr opp Erindale College,-35.404224,149.096148,465
147,1178,Amsinck St after McBryde Cr,-35.405553999999995,149.093547,234
148,1179,Amsinck St before McBryde Cr,-35.405601000000004,149.093296,236
149,1180,MacKillop College McBryde Cr,-35.406139,149.09058100000001,231
150,1181,McBryde Cr opp MacKillop College,-35.406264,149.090564,231
151,1182,Woodcock Dr before Clare Dennis Av,-35.441863,149.086183,253
152,1183,Woodcock Dr opp Clare Dennis Av,-35.441691999999996,149.086154,274
153,1184,Clare Dennis Av before Armbruster St,-35.443044,149.085974,253
154,1185,Clare Dennis Av before 1st Fred Ln Cr,-35.445159000000004,149.0878,253
155,1186,Clare Dennis Av before 2nd Fred Ln Cr,-35.446768,149.086077,253
156,1187,Clare Dennis Av before Preddey Way,-35.447089,149.08383999999998,253
157,1188,Lewis Luxton Av after Preddy Way,-35.448402,149.086122,253
158,1189,Lewis Luxton Av opp Blinkhorn Pl,-35.450435999999996,149.08909,253
159,1190,Lewis Luxton Av opp 2nd Cerutty Cr,-35.452903000000006,149.08796999999998,253
160,1191,Knoke Av opp Gordon PS,-35.458121000000006,149.086118,274
161,1192,Knoke Av before Oxenham Cct,-35.460578000000005,149.08565900000002,274
162,1193,Knoke Av after Jim Pike Av,-35.462281,149.083208,274
163,1194,Jim Pike Av before Clem Hill St,-35.462016,149.079911,527
164,1195,Callaway Cr at 1st Myles Connell Cr,-35.459068,149.080047,527
165,1196,39 Callaway Cr,-35.460035999999995,149.081737,527
166,1197,Bugden Av after 2nd Chataway Cr,-35.398638,149.117563,227
167,1198,Bugden Av opp 1st Chataway Cr,-35.398045,149.118252,238
168,1199,Knoke Av after Clem Hill St,-35.464786,149.08418799999998,274
169,1200,Knoke Av after 2nd Harry Hopman Cct,-35.467259000000006,149.087641,274
170,1201,Knoke Av after 1st Harry Hopman Cct,-35.472807,149.089281,274
171,1202,Pockett Av after Bellchambers Cr,-35.474078000000006,149.093168,274
172,1203,Pockett Av after Wilson Cr,-35.471702,149.096924,536
173,1204,Pockett Av after 2nd Ironbark Cr,-35.469475,149.097634,274
174,1205,Pockett Av after Perrin Cct,-35.467558000000004,149.09536200000002,274
175,1206,Pockett Av before Thomas Hart St,-35.46528,149.094099,274
176,1207,Tom Roberts Av before Box Hill Av,-35.463823,149.096494,269
177,1208,Tom Roberts Av opp Charles Conder PS,-35.465324,149.098411,269
178,1210,Tom Roberts Av before Jane Sutherland St,-35.466303,149.10560700000002,269
179,1211,Tom Roberts Av before 1st Templestowe Av,-35.462228,149.10519299999999,269
180,1212,Tom Roberts Av opp John Russell Cct,-35.461222,149.10220800000002,269
181,1213,Tom Roberts Av after Box Hill Av,-35.460419,149.099253,269
182,1214,Tom Roberts Av after 1st Beaumaris St,-35.466403,149.10041999999999,262
183,1215,Box Hill Av opp Lanyon Marketplace,-35.456171000000005,149.09249499999999,805
184,1216,Box Hill Av opp St Clare of Assisi PS,-35.457716,149.097362,805
185,1217,Lanyon Marketplace Box Hill Av,-35.456354,149.09246299999998,762
186,1218,St Clare of Assisi PS Box Hill Av,-35.457981,149.097464,784
187,1219,Tom Roberts Av before Box Hill Av,-35.46047,149.09901499999998,262
188,1220,Tom Roberts Av before Altson Cct,-35.461296999999995,149.10181,262
189,1221,Tom Roberts Av before Lethbridge St,-35.462199,149.104985,262
190,1223,Charles Conder PS Tom Roberts Av,-35.464853999999995,149.097978,262
191,1224,Pockett Av before Box Hill Av,-35.464987,149.093953,253
192,1225,Pockett Av before 2nd Tregellas Cr,-35.46759,149.095269,253
193,1226,Pockett Av opp Wiburd St,-35.470394,149.097662,522
194,1227,Banks Shops Pockett Av,-35.472431,149.095951,522
195,1228,Pockett Av before Brockway Cct,-35.473496999999995,149.091731,253
196,1229,Knoke Av after Coventry Cl,-35.472849,149.08945400000002,253
197,1230,Knoke Av after Minnett Cl,-35.470765,149.088898,253
198,1231,Knoke Av opp O'Hara Cl,-35.470876000000004,149.088786,274
199,1232,Knoke Av before 2nd Mina Wylie Cr,-35.467176,149.087682,253
200,1233,Knoke Av before Matson St,-35.46567,149.085585,253
201,1234,Knoke Av opp Jim Pike Av,-35.461984,149.08364699999998,253
202,1235,Knoke Av after Midge St,-35.460663000000004,149.085728,253
203,1237,Lewis Luxton Av before 1st Cerutty Cr,-35.452995,149.087346,274
204,1238,Lewis Luxton Av before Blinkhorn Pl,-35.450896,149.089342,274
205,1239,61 Lewis Luxton Av,-35.448733000000004,149.087143,274
206,1240,Preddy Way at Fingleton Cr,-35.448164,149.084205,274
207,1241,Clare Dennis Av before 2nd Noel Ryan Gdn,-35.446543,149.085447,274
208,1242,Clare Dennis Av opp Churchill Way,-35.444641,149.087167,274
209,1243,Clare Dennis Av after Woodfull Lp,-35.44312,149.085845,274
210,1246,Cooleman Court Terminus,-35.340841999999995,149.05234099999998,459
211,1248,Streeton Dr before 1st Fremantle Dr,-35.34468,149.047096,247
212,1249,Streeton Dr before Hindmarsh Dr,-35.344613,149.04703600000002,250
213,1250,Fremantle Dr after Streeton Dr,-35.346407,149.04693600000002,247
214,1251,Fremantle Dr before Streeton Dr,-35.3466,149.047038,250
215,1252,Fremantle Dr before Bunbury St,-35.348284,149.049235,247
216,1253,Fremantle Dr opp 1st McKail Cr,-35.347359999999995,149.048194,250
217,1258,Namatjira Dr opp St John Vianney,-35.352146000000005,149.053761,416
218,1259,Namatjira Dr after Streeton Dr,-35.355188,149.050493,663
219,1260,St John Vianney Namatjira Dr,-35.351921999999995,149.05415,423
220,1261,Tom Roberts Av after Wiburd St,-35.466561,149.100512,269
221,1262,Wiburd St before Pockett Av,-35.469931,149.098659,262
222,1263,Namatjira Dr after Badimara St,-35.355115000000005,149.050801,673
223,1264,Namatjira Dr opp Perry Dr,-35.35848,149.047931,625
224,1265,Namatjira Dr before Kapunda St,-35.360591,149.047806,423
225,1266,Namatjira Dr opp 204,-35.363484,149.04971899999998,423
226,1267,241 Namatjira Dr,-35.366088,149.051516,423
227,1268,Namatjira Dr opp 241,-35.366007,149.051368,416
228,1269,Namatjira Dr after Perry Dr,-35.358207,149.047876,616
229,1270,Namatjira Dr before Perry Dr,-35.360443,149.04765700000002,416
230,1271,204 Namatjira Dr,-35.363559,149.049614,416
231,1272,Kambah Pool Rd after Sulwood Dr,-35.375136,149.048963,423
232,1273,Kambah Pool Rd after Barritt St,-35.37534,149.04861499999998,416
233,1274,Barritt St after Kambah Pool Rd,-35.377990999999994,149.048365,423
234,1275,Barritt St before Kambah Pool Rd,-35.378093,149.048299,416
235,1276,Barritt St before Boddington Cr,-35.380209,149.05186,423
236,1277,Barritt St after Boddington Cr,-35.379861,149.051195,416
237,1278,Boddington Cr before Barritt St,-35.381211,149.05177700000002,203
238,1279,Boddington Cr after Carleton St,-35.382090999999996,149.051152,203
239,1280,Boddington Cr opp Carleton St,-35.382089,149.05128100000002,210
240,1281,Boddington Cr before 1st Castley Cct,-35.385031,149.05056399999998,210
241,1282,Boddington Cr after 2nd Crozier Cct,-35.385778,149.05041599999998,203
242,1283,Boddington Cr after 2nd Castley Cct,-35.389283,149.05164299999998,210
243,1284,Boddington Cr after Bateman St,-35.389192,149.051368,203
244,1285,Boddington Cr opp McLeod Pl,-35.390043,149.05365600000002,210
245,1286,Boddington Cr opp Broad Pl,-35.389199,149.056659,210
246,1287,Boddington Cr after McLeod Pl,-35.390316,149.053797,203
247,1288,Boddington Cr before Broad Pl,-35.389395,149.05715800000002,203
248,1289,O'Halloran Cct opp Boddington Cr,-35.390376,149.05903600000002,210
249,1290,O'Halloran Cct before Boddington Cr,-35.390364,149.058859,203
250,1291,O'Halloran Cct after 2nd Springbett St,-35.392912,149.058194,210
251,1292,O'Halloran Cct before 2nd McKillop Cct,-35.393119,149.058008,203
252,1293,O'Halloran Cct before 1st Snodgrass Cr,-35.395621999999996,149.059255,210
253,1294,O'Halloran Cct opp 2nd Snodgrass Cr,-35.395814,149.059279,203
254,1295,O'Halloran Cct before Vansittart Cr,-35.395790000000005,149.06288600000002,210
255,1296,O'Halloran Cct after Vansittart Cr,-35.395919,149.062892,203
256,1297,O'Halloran Cct before Ashby Cct,-35.394099,149.065924,416
257,1298,O'Halloran Cct opp Ashby Cct,-35.393972,149.065792,423
258,1299,O'Halloran Cct opp Namadgi School,-35.393073,149.067676,416
259,13,Tuggeranong Interchange Arrivals,-35.414955,149.06608,3655
260,1300,Namadgi School O'Halloran Cct,-35.392579,149.068207,423
261,1301,Summerland Cct after Vanzetti Cr,-35.391096000000005,149.071581,213
262,1302,Summerland Cct before 1st Kingsmill St,-35.390978999999994,149.071495,213
263,1303,Summerland Cct before 2nd Kingsmill St,-35.390028,149.073554,213
264,1304,Summerland Cct after Livingston Av,-35.390173,149.073483,213
265,1319,Wheeler Cr before Wanniassa HS,-35.394195,149.08436899999998,234
266,1320,St Anthonys PS Wheeler Cr,-35.394895,149.080012,234
267,1321,Wheeler Cr after Wanniassa HS,-35.394279,149.08497,236
268,1322,Wheeler Cr opp St Anthonys PS,-35.394982,149.079947,236
269,1323,Fincham Cr after Morrissey St,-35.396159999999995,149.078911,234
270,1324,Fincham Cr after Wheeler Cr,-35.3963,149.079126,236
271,1325,Fincham Cr before Stutt St,-35.398613,149.080301,236
272,1326,Fincham Cr after 1st DeGraves Cr,-35.398902,149.08051799999998,234
273,1327,Forlonge St after Fincham Cr,-35.401053999999995,149.081262,236
274,1328,Forlonge St before Gair Pl,-35.401413,149.080926,234
275,1335,Sternberg Cr opp Houston St,-35.402386,149.09281000000001,236
276,1336,Sternberg Cr opp Whiteman Cr,-35.4012,149.09498200000002,236
277,1337,Sternberg Cr before Houston St,-35.40235,149.09272099999998,234
278,1338,Sternberg Cr after Whiteman St,-35.401034,149.095201,234
279,1339,Sternberg Cr after Langdon Av,-35.401439,149.098251,725
280,1340,Sternberg Cr after Comrie St,-35.401696,149.098671,724
281,1341,Drakeford Dr after Boddington Cr,-35.377342999999996,149.056195,24
282,1342,Drakeford Dr before Marconi Cr,-35.377347,149.056592,24
283,1343,Marconi Cr opp Kambah Village,-35.378927000000004,149.057634,213
284,1344,Kambah Village Marconi Cr,-35.379135999999995,149.057769,213
285,1345,Marconi Cr before 2nd Harrington Cct,-35.377833,149.06063600000002,213
286,1346,Marconi Cr after Wyselaskie Cct,-35.378267,149.06011,213
287,1347,Marconi Cr opp Taylor PS,-35.377614,149.064032,213
288,1348,Taylor PS Marconi Cr,-35.377741,149.06406,213
289,1349,Marconi Cr after 2nd Lascelles Cct,-35.378684,149.065348,213
290,1350,Marconi Cr after Inkster St,-35.378728,149.06549099999998,213
291,1351,Marconi Cr after 1st Lascelles Cct,-35.381701,149.065314,213
292,1352,Marconi Cr after Hutchison Cr,-35.381402,149.065583,213
293,1353,Summerland Cct before Hutchison Cr,-35.383371999999994,149.06747,213
294,1354,Summerland Cct opp Hutchison Cr,-35.383463,149.067486,213
295,1355,Summerland Cct before Mannheim St,-35.384914,149.070892,213
296,1356,Summerland Cct before 1st Gallagher St,-35.385020000000004,149.071134,213
297,1357,Summerland Cct after 2nd Lee-Steere Cr,-35.387624,149.075039,213
298,1358,Summerland Cct opp 1st Lee-Steere Cr,-35.387515,149.074926,213
299,1359,Langdon Av after Dyer Pl,-35.392409,149.089645,488
300,1360,Langdon Av after Macbain St,-35.392319,149.089323,491
301,1361,Langdon Av before Carr Cr,-35.392568,149.093016,491
302,1362,Langdon Av before Billson Pl,-35.392174,149.09368500000002,488
303,1363,Wanniassa Hills PS Langdon Av,-35.392151,149.095783,488
304,1364,Langdon Av opp Wanniassa Hills PS,-35.392879,149.09656,491
305,1365,Langdon Av after Gaunson Cr,-35.396342,149.09638700000002,491
306,1366,Langdon Av after Kirkton St,-35.396096,149.09623100000002,488
307,1367,Langdon Av before 2nd Brunton St,-35.397873,149.09741699999998,488
308,1368,Langdon Av before Longmore Cr,-35.397754,149.09741599999998,491
309,1369,Langdon Av before Embling St,-35.40037,149.097398,488
310,1370,Langdon Av before Bussau Cl,-35.400017,149.097735,491
311,1371,Drakeford Dr after Mortimer Lewis Dr,-35.402577,149.074423,227
312,1372,Drakeford Dr before Taverner St,-35.401228,149.074572,234
313,1373,Drakeford Dr after Taverner St,-35.408028,149.07353899999998,234
314,1374,Drakeford Dr after Soward Way,-35.408348,149.07307600000001,227
315,1375,Athllon Dr before Reed St,-35.418158,149.064405,2554
316,1376,Hindmarsh Dr after Ball St,-35.348742,149.08783,1079
317,1400,Newman-Morris Cct opp 2nd Connibere Cr,-35.407481,149.0757,236
318,1401,Newman-Morris Cct before 1st Connibere Cr,-35.407218,149.07568999999998,234
319,1402,Newman-Morris Cct before 1st Singleton Cr,-35.410852,149.075058,234
320,1403,77 Newman-Morris Cct,-35.410988,149.075168,236
321,1404,Newman-Morris Cct after 1st Collocott Cr,-35.413455,149.07607099999998,234
322,1405,Newman-Morris Cct opp 2nd Collocott Cr,-35.413534999999996,149.076332,236
323,1406,Newman-Morris Cct before 2nd Cuthbertson Cr,-35.412838,149.079376,236
324,1407,Newman-Morris Cct before 2nd Maconochie Cr,-35.413294,149.078626,234
325,1408,Lakeside Leisure Centre Anketell St,-35.41215,149.063186,1075
326,1409,Learmonth Dr after Vansittart Cr,-35.401969,149.060866,213
327,1410,Learmonth Dr opp Vansittart Cr,-35.402084,149.060775,213
328,1411,Vansittart Cr after 1st Stieglitz Cct,-35.400156,149.062603,213
329,1412,Vansittart Cr after 1st Ragless Cct,-35.400089,149.06246399999998,213
330,1413,Learmonth Dr after Athllon Dr,-35.403181,149.063357,213
331,1414,Learmonth Dr before Athllon Dr,-35.403084,149.06351999999998,213
332,1415,Vansittart Cr opp Pinkerton Cct,-35.397225,149.064054,213
333,1416,Vansittart Cr before Pinkerton Cct,-35.397462,149.064247,213
334,1417,Tuggeranong Pkwy after Sulwood Dr,-35.373045,149.056882,24
335,1418,Tuggeranong Pkwy before Sulwood Dr,-35.372603999999995,149.057409,24
336,1435,Clive Steele Av before 2nd Priddle St,-35.410718,149.100686,206
337,1436,Clive Steele Av opp 1st Priddle St,-35.410892,149.100719,206
338,1437,Clive Steele Av opp 2nd Brain St,-35.41236,149.100027,206
339,1438,Clive Steele Av before 2nd Brain St,-35.412884999999996,149.099366,206
340,1439,Clive Steele Av before 2nd Fraenkel St,-35.414112,149.09704299999999,206
341,1440,Clive Steele Av before 2nd Coode St,-35.414441,149.09673999999998,206
342,1441,Monash Shops Cockcroft Av,-35.417059,149.098237,206
343,1442,Cockcroft Av opp Monash Shops,-35.416742,149.098198,206
344,1443,Cockcroft Av before Kneeshaw St,-35.419885,149.097304,206
345,1444,Goodwin Aged Care Cockcroft Av,-35.419751,149.09704299999999,206
346,1445,Charleston St after 2nd William Hudson Cr,-35.416281,149.079178,440
347,1446,Charleston St after Blakey Cl,-35.416263,149.07936,442
348,1447,Charleston St before 1st William Hudson Cr,-35.418192,149.082438,440
349,1448,Charleston St after Hallstrom Cct,-35.41809,149.082409,442
350,1449,Clive Steele Av before 1st Balsillie Cr,-35.416677,149.086218,236
351,1450,Clive Steele Av opp 2nd Balsillie Cr,-35.41661,149.086533,234
352,1451,Clive Steele Av before 2nd Balsillie Cr,-35.416239000000004,149.088005,236
353,1452,Clive Steele Av before Harkness St,-35.416298,149.088358,234
354,1453,Monash PS Corlette Cr,-35.41534,149.08956899999998,234
355,1454,Corlette Cr after Hebblewhite St,-35.414164,149.087577,234
356,1456,Corlette Cr opp Monash PS,-35.414787,149.088975,236
357,1457,Corlette Cr opp Hebblewhite St,-35.414229,149.08727199999998,236
358,1458,Hebblewhite St after Forwood St,-35.411989,149.087664,234
359,1459,Hebblewhite St before Burnell Pl,-35.412096000000005,149.087407,236
360,1460,Harricks Cr after 1st Michell St,-35.410713,149.091178,234
361,1461,Harricks Cr after 1st Michell St,-35.410765000000005,149.09088300000002,236
362,1462,Harricks Cr after 1st Cracknell St,-35.408807,149.092679,234
363,1463,Harricks Cr opp 2nd Cracknell St,-35.408936,149.092449,236
364,1466,Wheeler Cr after Sternberg Cr,-35.402337,149.09178300000002,236
365,1467,Wheeler Cr before Hanna St,-35.400526,149.089227,236
366,1468,Wheeler Cr before Sternberg Cr,-35.402094,149.09179699999999,234
367,1469,Wheeler Cr opp Hanna St,-35.400409,149.089292,234
368,1470,Wheeler Cr after Guthridge Cr,-35.398153,149.088372,236
369,1471,Wheeler Cr after Kirkton St,-35.398117,149.088481,234
370,1472,Wanniassa HS Wheeler Cr,-35.394803,149.086693,236
371,1473,Wheeler Cr opp Wanniassa HS,-35.394653000000005,149.086594,234
372,1486,Clift Cr after Ashley Dr,-35.424738,149.104019,474
373,1487,Clift Cr before Ashley Dr,-35.424896999999994,149.104043,493
374,1488,29 Clift Cr,-35.42628,149.107056,474
375,1489,Clift Cr opp 29,-35.426372,149.10704199999998,493
376,1490,Clift Cr before 2nd Kiddle Cr,-35.427562,149.109589,474
377,1491,Clift Cr opp 1st Kiddle Cr,-35.427624,149.10978,493
378,1492,Clift Cr before Heagney Cr,-35.426282,149.11228799999998,474
379,1493,Clift Cr opp Heagney Cr,-35.426308,149.112478,493
380,1494,Heagney Cr before Beattie Cr,-35.425383000000004,149.114077,478
381,1495,Heagney Cr before 2nd Mclorinan St,-35.425238,149.114285,486
